N,X,Y,Z,V,W
2,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
3,0.01851851851851872,0.02083333333333314,0.013888888888888184,0.0023148148148149053,0.9444444444444452
4,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
5,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
6,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
7,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
8,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
10,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
11,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
12,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
13,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
14,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
15,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
16,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
17,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
18,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
19,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
20,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
21,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
22,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
23,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
24,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
25,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
26,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
27,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
28,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
29,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
30,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
31,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
32,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
33,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
34,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
35,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
36,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
37,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
38,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
39,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
40,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
41,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
42,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
43,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
44,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
45,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
46,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
47,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
48,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
49,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
50,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
51,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
52,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
53,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
54,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
55,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
56,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
57,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
58,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
59,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
60,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
61,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
62,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
63,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
64,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
65,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
66,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
67,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
68,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
69,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
70,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
71,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
72,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
73,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
74,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
75,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
76,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
77,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
78,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
79,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
80,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
81,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
82,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
83,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
84,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
85,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
86,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
87,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
88,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
89,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
90,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
91,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
92,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
93,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
94,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
95,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
96,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
97,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
98,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
99,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
100,0.19999999999999307,0.003921568627451685,0.20000000000000281,0.3470588235294158,0.24901960784313656
