alpha,X,Y,Z,V'
0.0,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.01,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.02,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.03,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.04,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.05,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.06,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.07,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.08,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.09,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.1,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.11,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.12,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.13,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.14,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.15,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.16,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.17,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.18,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.19,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.2,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.21,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.22,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.23,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.24,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.25,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.26,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.27,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.28,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.29,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.3,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.31,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.32,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.33,0.2500000000000001,0.3333333333333333,0.33333333333333326,0.08333333333333333
0.34,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.35,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.36,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.37,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.38,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.39,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.4,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.41,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.42,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.43,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.44,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.45,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.46,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.47,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.48,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.49,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.5,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.51,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.52,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.53,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.54,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.55,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.56,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.57,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.58,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.59,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.6,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.61,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.62,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.63,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.64,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.65,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.66,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.67,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.68,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.69,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.7,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.71,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.72,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.73,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.74,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.75,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.76,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.77,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.78,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.79,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.8,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.81,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.82,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.83,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.84,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.85,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.86,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.87,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.88,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.89,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.9,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.91,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.92,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.93,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.94,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.95,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.96,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.97,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.98,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
0.99,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.0,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.01,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.02,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.03,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.04,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.05,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.06,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.07,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.08,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.09,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.1,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.11,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.12,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.13,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.14,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.15,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.16,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.17,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.18,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.19,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.2,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.21,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.22,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.23,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.24,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
1.25,0.28571428571428553,0.285714285714286,0.2857142857142858,0.14285714285714265
