c,X,Y,Z,V',W'
0.9,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
1.0,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
1.1,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
1.2,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
1.3,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
1.4,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
1.5,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
1.6,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
1.7,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
1.8,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
1.9,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
2.0,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
2.1,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
2.2,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
2.3,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
2.4,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
2.5,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
2.6,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
2.7,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
2.8,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
2.9,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
3.0,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
3.1,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
3.2,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
3.3,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
3.4,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
3.5,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
3.6,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
3.7,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
3.8,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
3.9,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
4.0,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
4.1,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
4.2,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
4.3,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
4.4,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
4.5,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
4.6,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
4.7,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
4.8,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
4.9,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
5.0,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
5.1,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
5.2,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
5.3,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
5.4,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
5.5,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
5.6,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
5.7,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
5.8,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
5.9,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
6.0,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
6.1,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
6.2,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
6.3,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
6.4,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
6.5,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
6.6,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
6.7,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
6.8,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
6.9,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
7.0,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
7.1,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
7.2,0.018575851393193916,0.018575851393193718,0.012383900928796895,0.0030959752321998942,0.9473684210526157
