c,X,Y,Z,V
0.9,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
1.0,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
1.1,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
1.2,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
1.3,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
1.4,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
1.5,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
1.6,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
1.7,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
1.8,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
1.9,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
2.0,0.28571428571428553,0.2857142857142858,0.28571428571428603,0.14285714285714268
2.1,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
2.2,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
2.3,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
2.4,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
2.5,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
2.6,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
2.7,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
2.8,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
2.9,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
3.0,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
3.1,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
3.2,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
3.3,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
3.4,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
3.5,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
3.6,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
3.7,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
3.8,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
3.9,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
4.0,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
4.1,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
4.2,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
4.3,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
4.4,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
4.5,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
4.6,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
4.7,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
4.8,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
4.9,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
5.0,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
5.1,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
5.2,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
5.3,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
5.4,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
5.5,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
5.6,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
5.7,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
5.8,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
5.9,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
6.0,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
6.1,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
6.2,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
6.3,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
6.4,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
6.5,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
6.6,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
6.7,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
6.8,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
6.9,0.25000000000000017,0.33333333333333326,0.3333333333333333,0.08333333333333336
