c,X,Y,Z,V,W
0.9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.0,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.1,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.2,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.3,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.4,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.5,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.6,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.7,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.8,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.0,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.1,0.01851851851851872,0.02083333333333314,0.013888888888888184,0.0023148148148149053,0.9444444444444452
2.2,0.01851851851851872,0.02083333333333314,0.013888888888888184,0.0023148148148149053,0.9444444444444452
2.3,0.01851851851851872,0.02083333333333314,0.013888888888888184,0.0023148148148149053,0.9444444444444452
2.4,0.01851851851851872,0.02083333333333314,0.013888888888888184,0.0023148148148149053,0.9444444444444452
2.5,0.01851851851851872,0.02083333333333314,0.013888888888888184,0.0023148148148149053,0.9444444444444452
2.6,0.01851851851851872,0.02083333333333314,0.013888888888888184,0.0023148148148149053,0.9444444444444452
2.7,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
2.8,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
2.9,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
3.0,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
3.1,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
3.2,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
3.3,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
3.4,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
3.5,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
3.6,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
3.7,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
3.8,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
3.9,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
4.0,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
4.1,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
4.2,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
4.3,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
4.4,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
4.5,0.1666666666666671,0.37499999999999994,0.24999999999999997,0.04166666666666667,0.16666666666666635
