c,X,Y,Z,W
0.9,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
1.0,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
1.1,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
1.2,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
1.3,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
1.4,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
1.5,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
1.6,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
1.7,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
1.8,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
1.9,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
2.0,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
2.1,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
2.2,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
2.3,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
2.4,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
2.5,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
2.6,0.018518518518518094,0.01851851851851815,0.018518518518518025,0.9444444444444456
2.7,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
2.8,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
2.9,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
3.0,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
3.1,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
3.2,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
3.3,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
3.4,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
3.5,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
3.6,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
3.7,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
3.8,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
3.9,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
4.0,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
4.1,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
4.2,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
4.3,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
4.4,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
4.5,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
4.6,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
4.7,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
4.8,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
4.9,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
5.0,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
5.1,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
5.2,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
5.3,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
5.4,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
5.5,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
5.6,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
5.7,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
5.8,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
5.9,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
6.0,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
6.1,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
6.2,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
6.3,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
6.4,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
6.5,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
6.6,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
6.7,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
6.8,0.16666666666666705,0.3333333333333332,0.3333333333333333,0.1666666666666665
