N,X,Y,Z,W'
2,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
3,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
4,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
5,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
6,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
7,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
8,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
9,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
10,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
11,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
12,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
13,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
14,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
15,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
16,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
17,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
18,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
19,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
20,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
21,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
22,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
23,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
24,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
25,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
26,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
27,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
28,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
29,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
30,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
31,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
32,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
33,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
34,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
35,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
36,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
37,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
38,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
39,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
40,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
41,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
42,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
43,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
44,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
45,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
46,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
47,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
48,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
49,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
50,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
51,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
52,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
53,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
54,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
55,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
56,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
57,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
58,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
59,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
60,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
61,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
62,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
63,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
64,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
65,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
66,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
67,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
68,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
69,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
70,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
71,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
72,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
73,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
74,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
75,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
76,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
77,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
78,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
79,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
80,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
81,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
82,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
83,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
84,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
85,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
86,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
87,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
88,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
89,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
90,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
91,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
92,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
93,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
94,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
95,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
96,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
97,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
98,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
99,0.018518518518516748,0.018518518518516356,0.018518518518516162,0.9444444444444506
100,0.24999999999999362,0.4950980392156904,0.2500000000000021,0.004901960784313857
