c,X,Y_{cj},Y_{rj},Z,U,W
2.9,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
3.0,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
3.1,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
3.2,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
3.3,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
3.4,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
3.5,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
3.6,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
3.7,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
3.8,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
3.9,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
4.0,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
4.1,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
4.2,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
4.3,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
4.4,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
4.5,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
4.6,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
4.7,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
4.8,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
4.9,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
5.0,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
5.1,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
5.2,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
5.3,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
5.4,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
5.5,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
5.6,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
5.7,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
5.8,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
5.9,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
6.0,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
6.1,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
6.2,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
6.3,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
6.4,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
6.5,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
6.6,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
6.7,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
6.8,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
6.9,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
7.0,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
7.1,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
7.2,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
7.3,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
7.4,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
7.5,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
7.6,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
7.7,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
7.8,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
7.9,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
8.0,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
8.1,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
8.2,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
8.3,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
8.4,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
8.5,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
8.6,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
8.7,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
8.8,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
8.9,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
9.0,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
9.1,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
9.2,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
9.3,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
9.4,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
9.5,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
9.6,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
9.7,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
9.8,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
9.9,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
10.0,0.07182705718270532,0.2838283151475382,0.14504197773949123,0.28591352859135255,0.14156206415620676,0.07182705718270598
