c,X,Y_{cj},Y_{rj},U,W
8.3,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
8.4,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
8.5,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
8.6,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
8.7,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
8.8,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
8.9,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
9.0,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
9.1,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
9.2,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
9.3,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
9.4,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
9.5,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
9.6,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
9.7,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
9.8,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
9.9,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
10.0,5.1430679038484596e-17,0.5000000000000326,0.4999999999999661,3.3429941375014987e-16,1.0028982412504498e-15
