omega,X,Y,R
0,0.0,1.0,0.0
-1,0.0,1.0,0.0
-2,0.0,1.0,0.0
-3,0.0,1.0,0.0
-4,0.0,1.0,0.0
-5,0.0,1.0,0.0
-6,0.0,1.0,0.0
-7,0.0,1.0,0.0
-8,0.0,1.0,0.0
-9,0.0,1.0,0.0
-10,0.0,1.0,0.0
-11,0.0,1.0,0.0
-12,0.0,1.0,0.0
-13,0.0,1.0,0.0
-14,0.0,1.0,0.0
-15,0.0,1.0,0.0
-16,0.0,1.0,0.0
-17,0.3333333333333335,0.33333333333333326,0.33333333333333337
-18,0.3333333333333335,0.33333333333333326,0.33333333333333337
-19,0.3333333333333335,0.33333333333333326,0.33333333333333337
-20,0.3333333333333335,0.33333333333333326,0.33333333333333337
-21,0.3333333333333335,0.33333333333333326,0.33333333333333337
-22,0.3333333333333335,0.33333333333333326,0.33333333333333337
-23,0.3333333333333335,0.33333333333333326,0.33333333333333337
-24,0.3333333333333335,0.33333333333333326,0.33333333333333337
-25,0.3333333333333335,0.33333333333333326,0.33333333333333337
-26,0.3333333333333335,0.33333333333333326,0.33333333333333337
-27,0.3333333333333335,0.33333333333333326,0.33333333333333337
-28,0.3333333333333335,0.33333333333333326,0.33333333333333337
-29,0.3333333333333335,0.33333333333333326,0.33333333333333337
-30,0.3333333333333335,0.33333333333333326,0.33333333333333337
-31,0.3333333333333335,0.33333333333333326,0.33333333333333337
-32,0.3333333333333335,0.33333333333333326,0.33333333333333337
-33,0.3333333333333335,0.33333333333333326,0.33333333333333337
-34,0.3333333333333335,0.33333333333333326,0.33333333333333337
-35,0.3333333333333335,0.33333333333333326,0.33333333333333337
-36,0.3333333333333335,0.33333333333333326,0.33333333333333337
-37,0.3333333333333335,0.33333333333333326,0.33333333333333337
-38,0.3333333333333335,0.33333333333333326,0.33333333333333337
-39,0.3333333333333335,0.33333333333333326,0.33333333333333337
-40,0.3333333333333335,0.33333333333333326,0.33333333333333337
-41,0.3333333333333335,0.33333333333333326,0.33333333333333337
-42,0.3333333333333335,0.33333333333333326,0.33333333333333337
-43,0.3333333333333335,0.33333333333333326,0.33333333333333337
-44,0.3333333333333335,0.33333333333333326,0.33333333333333337
-45,0.3333333333333335,0.33333333333333326,0.33333333333333337
-46,0.3333333333333335,0.33333333333333326,0.33333333333333337
-47,0.3333333333333335,0.33333333333333326,0.33333333333333337
-48,0.3333333333333335,0.33333333333333326,0.33333333333333337
-49,0.3333333333333335,0.33333333333333326,0.33333333333333337
-50,0.3333333333333335,0.33333333333333326,0.33333333333333337
-51,0.3333333333333335,0.33333333333333326,0.33333333333333337
-52,0.3333333333333335,0.33333333333333326,0.33333333333333337
-53,0.3333333333333335,0.33333333333333326,0.33333333333333337
-54,0.3333333333333335,0.33333333333333326,0.33333333333333337
-55,0.3333333333333335,0.33333333333333326,0.33333333333333337
-56,0.3333333333333335,0.33333333333333326,0.33333333333333337
-57,0.3333333333333335,0.33333333333333326,0.33333333333333337
-58,0.3333333333333335,0.33333333333333326,0.33333333333333337
-59,0.3333333333333335,0.33333333333333326,0.33333333333333337
-60,0.3333333333333335,0.33333333333333326,0.33333333333333337
-61,0.3333333333333335,0.33333333333333326,0.33333333333333337
-62,0.3333333333333335,0.33333333333333326,0.33333333333333337
-63,0.3333333333333335,0.33333333333333326,0.33333333333333337
-64,0.3333333333333335,0.33333333333333326,0.33333333333333337
-65,0.3333333333333335,0.33333333333333326,0.33333333333333337
-66,0.3333333333333335,0.33333333333333326,0.33333333333333337
-67,0.3333333333333335,0.33333333333333326,0.33333333333333337
-68,0.3333333333333335,0.33333333333333326,0.33333333333333337
-69,0.3333333333333335,0.33333333333333326,0.33333333333333337
-70,0.3333333333333335,0.33333333333333326,0.33333333333333337
-71,0.3333333333333335,0.33333333333333326,0.33333333333333337
-72,0.3333333333333335,0.33333333333333326,0.33333333333333337
-73,0.3333333333333335,0.33333333333333326,0.33333333333333337
-74,0.3333333333333335,0.33333333333333326,0.33333333333333337
-75,0.3333333333333335,0.33333333333333326,0.33333333333333337
-76,0.3333333333333335,0.33333333333333326,0.33333333333333337
-77,0.3333333333333335,0.33333333333333326,0.33333333333333337
-78,0.3333333333333335,0.33333333333333326,0.33333333333333337
-79,0.3333333333333335,0.33333333333333326,0.33333333333333337
-80,0.3333333333333335,0.33333333333333326,0.33333333333333337
-81,0.3333333333333335,0.33333333333333326,0.33333333333333337
-82,0.3333333333333335,0.33333333333333326,0.33333333333333337
-83,0.3333333333333335,0.33333333333333326,0.33333333333333337
-84,0.3333333333333335,0.33333333333333326,0.33333333333333337
-85,0.3333333333333335,0.33333333333333326,0.33333333333333337
-86,0.3333333333333335,0.33333333333333326,0.33333333333333337
-87,0.3333333333333335,0.33333333333333326,0.33333333333333337
-88,0.3333333333333335,0.33333333333333326,0.33333333333333337
-89,0.3333333333333335,0.33333333333333326,0.33333333333333337
-90,0.3333333333333335,0.33333333333333326,0.33333333333333337
-91,0.3333333333333335,0.33333333333333326,0.33333333333333337
-92,0.3333333333333335,0.33333333333333326,0.33333333333333337
-93,0.3333333333333335,0.33333333333333326,0.33333333333333337
-94,0.3333333333333335,0.33333333333333326,0.33333333333333337
-95,0.3333333333333335,0.33333333333333326,0.33333333333333337
-96,0.3333333333333335,0.33333333333333326,0.33333333333333337
-97,0.3333333333333335,0.33333333333333326,0.33333333333333337
-98,0.3333333333333335,0.33333333333333326,0.33333333333333337
-99,0.3333333333333335,0.33333333333333326,0.33333333333333337
-100,0.3333333333333335,0.33333333333333326,0.33333333333333337
-101,0.3333333333333335,0.33333333333333326,0.33333333333333337
