N,X_{cj},X_{rj},Y_{cj},Y_{rj},Z,T,V
2,0.07824099518485404,0.09885096836112764,0.25000000000000017,0.25,0.2500000000000001,0.03127589063794521,0.04163214581607276
3,0.07824099518485404,0.09885096836112764,0.25000000000000017,0.25,0.2500000000000001,0.03127589063794521,0.04163214581607276
4,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
5,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
6,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
7,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
8,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
9,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
10,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
11,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
12,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
13,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
14,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
15,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
16,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
17,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
18,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
19,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
20,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
21,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
22,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
23,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
