N,X_{cj},X_{rj},Y_{cj},Y_{rj},Z,U,W
55,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
56,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
57,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
58,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
59,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
60,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
61,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
62,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
63,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
64,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
65,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
66,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
67,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
68,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
69,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
70,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
71,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
72,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
73,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
74,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
75,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
76,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
77,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
78,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
79,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
80,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
81,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
82,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
83,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
84,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
85,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
86,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
87,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
88,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
89,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
90,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
91,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
92,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
93,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
94,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
95,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
96,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
97,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
98,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
99,0.05615550755939532,0.05615550755939488,0.2224622030237578,0.22246220302375813,0.22246220302375969,0.11015118790496709,0.11015118790496709
100,0.1428571428571324,0.1428571428571444,0.14285714285714465,0.27891156462585376,0.14285714285714465,0.0068027210884352915,0.14285714285714465
