beta,X_{cj},X_{rj},Y_{cj},Y_{rj},Z,T,V
0.9,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
0.95,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.0,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.05,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.1,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.15,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.2,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.25,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.3,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.35,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.4,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.45,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.5,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.55,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.6,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.65,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.7,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.75,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.8,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.85,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.9,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
1.95,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
2.0,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
2.05,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
2.1,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
2.15,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
2.2,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
2.25,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
2.3,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
2.35,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
2.4,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
2.45,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
2.5,0.07938875191525419,0.10874950417272711,0.22800086256026372,0.24725443987492843,0.2376276512175962,0.03967007069913594,0.059308719560094356
