s,X,Y,Z,V,W
0.0001,0.19962389243781312,0.2009686258323243,0.19959195314032152,0.20053454374236054,0.1992809848471806
0.00012045035402587823,0.19954665727400467,0.2011664390514574,0.19950918376066593,0.20064369775203733,0.1991340221618346
0.000145082877849594,0.19945348428493295,0.20140457865709038,0.19940979295959707,0.2007751008926101,0.19895704320576954
0.0001747528400007683,0.19934105060174817,0.2016912316170715,0.19929051896545522,0.20093327003666941,0.19874392877905572
0.00021049041445120198,0.19920532587210815,0.20203623020269024,0.19914749470922832,0.20112363073542072,0.19848731848055254
0.00025353644939701115,0.1990414155027685,0.20245137395554866,0.19897615172719382,0.20135269620552035,0.19817836260896868
0.0003053855508833416,0.19884336679814626,0.2029508098864457,0.19877111676877376,0.2016282797961703,0.19780642675046392
0.0003678379771828634,0.19860392843257238,0.20355147859314038,0.1985261050806839,0.20195974635413835,0.19735874153946498
0.0004430621457583882,0.19831425108119105,0.2042736330729845,0.19823381751593458,0.20235830836121643,0.19681998996867345
0.0005336699231206312,0.1979635137636649,0.2051414343790653,0.19788585342035536,0.20283737297852727,0.19617182545838727
0.0006428073117284319,0.1975384564834152,0.20618362258510203,0.19747265836587424,0.20341294604075627,0.1953923165248522
0.000774263682681127,0.19702279514738416,0.20743425055608547,0.1969835361331135,0.20410409837813573,0.1944553197852811
0.0009326033468832199,0.19639648992134592,0.20893344805326583,0.196406769011226,0.20493349832426996,0.19332979468989234
0.0011233240329780276,0.19563483412786162,0.2107281486516437,0.19572991070717052,0.205928011590458,0.1919790949228662
0.0013530477745798076,0.1947073297901783,0.2128726520308178,0.19494034292983387,0.2071193656643876,0.19036030958478245
0.0016297508346206436,0.19357632252527884,0.2154287940997274,0.19402621993789898,0.2085448708303808,0.18842379260671407
0.0019630406500402726,0.19219539135075914,0.21846533423487402,0.19297796193017677,0.21024818545819476,0.1861131270259954
0.002364489412645407,0.19050754360535366,0.22205591097361171,0.19179048822484243,0.21228011421729062,0.18336594297890157
0.002848035868435802,0.18844337761056423,0.22627452745272783,0.190466380931747,0.21469944599970125,0.18011626800525976
0.003430469286314919,0.18591958565775202,0.23118697819721676,0.18902008980679313,0.21757389853408945,0.17629944780414866
0.0041320124001153384,0.18283852862733732,0.23683594702801922,0.18748303801045524,0.2209813869882719,0.17186109934591629
0.004977023564332114,0.1790901631793803,0.24321687782060206,0.18590892123328256,0.22501215550930878,0.16677188225742626
0.005994842503189409,0.17455831031577063,0.25024168082770654,0.18437742872180185,0.2297729140360277,0.1610496660986932
0.007220809018385471,0.16913386421952667,0.2576890188749136,0.1829929551907903,0.23539508973644763,0.15478907197832178
0.008697490026177835,0.16273733632345405,0.26514509825410343,0.181872912582449,0.24205050112764143,0.14819415171235212
0.010476157527896652,0.1553507731971143,0.27194914639042894,0.18111920237613183,0.24997847377350618,0.14160240426281875
0.012618568830660211,0.14705307567161663,0.2771717758700162,0.18076871897104255,0.25952692707152303,0.13547950241580156
0.015199110829529346,0.13804329461004566,0.2796640650935225,0.180727037501527,0.27120383672102844,0.1303617660738764
0.018307382802953697,0.12862854219626257,0.2782056734126841,0.18070306178353848,0.28572357550029365,0.12673914710722115
0.022051307399030457,0.11915710250541546,0.2717425353519635,0.18017421000319164,0.30401863249601396,0.12490751964341532
0.026560877829466867,0.10990205482889358,0.2596529720120446,0.1784113069515153,0.32718160072241803,0.12485206548512828
0.03199267137797385,0.10094051052309344,0.2419479351838164,0.1745756388489077,0.35632001633601396,0.1262158991081685
0.03853528593710531,0.09210040891598138,0.21931579872824422,0.16787233858357944,0.39235791103381146,0.12835354273838354
0.04641588833612782,0.08302459963951897,0.1929672548197117,0.15771374294482693,0.4358818181824972,0.13041258441344522
0.055908101825122285,0.07333043935691247,0.16433157184242056,0.14383616218899128,0.4871216735640817,0.13138015304759396
0.06734150657750829,0.06278705809748213,0.1347747645143098,0.12635562640822565,0.5459972836933952,0.1300852672865874
0.08111308307896872,0.051450244989483446,0.10553063727482813,0.1058232045424568,0.6119589252203368,0.1252369879728949
0.09770099572992257,0.03973964650097743,0.0778607055745335,0.0833427444206977,0.6834122482268202,0.11564465527697103
0.1176811952434999,0.028429623418642636,0.05320429972400289,0.0606672419676592,0.7569758639082286,0.10072297098146671
0.14174741629268062,0.018482865210027274,0.033011731425674526,0.04001400590335224,0.8273414007134058,0.08114999674754027
0.1707352647470692,0.01071150406170826,0.018222854292388284,0.02342122146121903,0.8884465807262025,0.05919783945848183
0.20565123083486536,0.005430257907564298,0.008774551934604932,0.01192073515802015,0.9356739448067194,0.03820051019309127
0.24770763559917114,0.002360830933351987,0.0036140887595876334,0.005170301091478967,0.9676271485013269,0.021227630714254448
0.298364724028334,0.0008584171368937728,0.0012447486351102961,0.0018674868211610096,0.9862145915918291,0.00981475581500575
0.3593813663804629,0.0002516538589022929,0.0003472580414446575,0.0005442990581551264,0.9952525527879826,0.003604236253515239
0.43287612810830617,5.640688717963191e-05,7.485529118607958e-05,0.00012220417351488865,0.9987571497358994,0.0009893839122199902
0.521400828799969,9.038513051730424e-06,1.1702946827492355e-05,1.9846128231915794e-05,0.9997701520010178,0.00018926041087106776
0.6280291441834259,9.63821126838272e-07,1.2347729143691294e-06,2.1679489109959373e-06,0.9999721078125791,2.3525644468604492e-05
0.7564633275546291,6.376712337588776e-08,8.164067119067682e-08,1.4770255380851648e-07,0.9999979278560197,1.7790336319765358e-06
0.9111627561154896,2.4263041588712315e-09,3.1196933504385255e-09,5.779427688380412e-09,0.9999999125114994,7.616307536697278e-08
1.0974987654930568,4.8238617638578356e-11,6.235860161802744e-11,1.1740092683301987e-10,0.9999999980910623,1.680939713731624e-09
1.3219411484660315,4.4141939778875085e-13,5.736143414491242e-13,1.0882436714171125e-12,0.999999999981098,1.6798787282846527e-11
1.592282793341094,4.5678628419714576e-15,4.121006694387293e-15,7.472427801268525e-15,0.9999999999997211,2.626272880718263e-13
1.9179102616724888,2.7307875685699954e-16,1.7377739072718156e-16,6.702842213762717e-16,0.999999999999956,4.29478408511463e-14
2.310129700083163,1.0600420834349864e-14,1.156860915411484e-14,2.2690362160645844e-14,0.9999999999995115,4.437281545507482e-13
2.782559402207126,4.220308060521873e-15,4.865766940366394e-15,9.259852391615639e-15,0.9999999999998308,1.5083877515135822e-13
3.351602650938848,1.2412670766239146e-16,2.2342807379230465e-16,4.965068306495659e-16,0.9999999999999514,4.771430642542328e-14
4.037017258596558,6.851794262953178e-15,6.926270287550495e-15,1.1692735861778793e-14,0.9999999999996507,3.2367280289994036e-13
4.862601580065354,5.0147189895632785e-15,5.114020355693245e-15,8.192362705722187e-15,0.9999999999997291,2.5237442201930837e-13
5.857020818056673,5.21332172181504e-16,3.4755478145433595e-16,8.688869536358399e-16,0.9999999999998963,1.0180872562458799e-13
7.054802310718645,9.334328416212499e-15,1.000461263758946e-14,1.3058129646084507e-14,0.999999999999428,5.39479496842324e-13
8.497534359086455,1.5565489140869982e-14,1.633507472837711e-14,2.0307129373575192e-14,0.9999999999990556,8.92123473311489e-13
10.235310218990268,1.7377739072734572e-15,2.1846300548580604e-15,2.9045649592999213e-15,0.9999999999999769,1.618612267917563e-14
12.328467394420684,1.1916163935586335e-15,1.638472541143121e-15,2.0853286887276085e-15,0.9999999999999911,3.9968799867279166e-15
14.849682622544666,1.6632978826747057e-15,1.762599248804539e-15,2.0853286887264966e-15,0.9999999999999121,8.246978457082644e-14
17.886495290574352,2.482534153245808e-17,4.220308060517874e-16,5.95808196778994e-16,0.9999999999999987,1.7377739072720658e-16
21.544346900318867,5.958081967792815e-16,8.440616121039821e-16,9.681883197663325e-16,0.9999999999999949,2.6066608609093565e-15
25.950242113997373,1.2164417350908805e-15,1.514345833480484e-15,1.3405684427532154e-15,0.9999999999999925,3.4755478145453726e-15
31.257158496882415,1.2412670766240302e-15,1.7129485657411617e-15,1.563996516546278e-15,0.9999999999999796,1.5987519946917507e-14
37.649358067924716,0.0,0.0,0.0,1.0,0.0
45.34878508128591,0.0,0.0,0.0,1.0,0.0
54.62277217684348,0.0,0.0,0.0,1.0,0.0
65.79332246575683,0.0,0.0,0.0,1.0,0.0
79.24828983539186,0.0,0.0,0.0,1.0,0.0
95.45484566618347,0.0,0.0,0.0,1.0,0.0
114.9756995397738,0.0,0.0,0.0,1.0,0.0
138.48863713938746,0.0,0.0,0.0,1.0,0.0
166.81005372000593,0.0,0.0,0.0,1.0,0.0
200.923300256505,0.0,0.0,0.0,1.0,0.0
242.01282647943833,0.0,0.0,0.0,1.0,0.0
291.5053062825182,0.0,0.0,0.0,1.0,0.0
351.11917342151344,0.0,0.0,0.0,1.0,0.0
422.9242874389508,0.0,0.0,0.0,1.0,0.0
509.4138014816386,0.0,0.0,0.0,1.0,0.0
613.5907273413176,0.0,0.0,0.0,1.0,0.0
739.072203352579,0.0,0.0,0.0,1.0,0.0
890.2150854450392,0.0,0.0,0.0,1.0,0.0
1072.2672220103254,0.0,0.0,0.0,1.0,0.0
1291.5496650148852,0.0,0.0,0.0,1.0,0.0
1555.6761439304755,0.0,0.0,0.0,1.0,0.0
1873.8174228603868,0.0,0.0,0.0,1.0,0.0
2257.0197196339213,0.0,0.0,0.0,1.0,0.0
2718.5882427329457,0.0,0.0,0.0,1.0,0.0
3274.5491628777318,0.0,0.0,0.0,1.0,0.0
3944.206059437664,0.0,0.0,0.0,1.0,0.0
4750.810162102803,0.0,0.0,0.0,1.0,0.0
5722.3676593502205,0.0,0.0,0.0,1.0,0.0
6892.61210434971,0.0,0.0,0.0,1.0,0.0
8302.175681319752,0.0,0.0,0.0,1.0,0.0
10000.0,0.0,0.0,0.0,1.0,0.0
