s,X,Y,Z,V,W
0.0001,0.200183787498805,0.20062514591039457,0.1995905978185658,0.19941521570931006,0.2001852530629245
0.00012045035402587823,0.2002210246869378,0.20075297523312605,0.1995072185573398,0.19929562993375036,0.20022315158884604
0.000145082877849594,0.20026572009021493,0.20090693814920033,0.19940694377984988,0.1991515910397335,0.20026880694100144
0.0001747528400007683,0.20031932817610135,0.20109237466740676,0.19928638879390445,0.1989780998109344,0.2003238085516531
0.00021049041445120198,0.20038356894296708,0.20131571424915654,0.1991415086886292,0.19876913563569792,0.2003900724835493
0.00025353644939701115,0.20046046783165453,0.20158469697336762,0.19896747785700808,0.19851744826439371,0.20046990907357606
0.0003053855508833416,0.20055239731369556,0.2019086388478255,0.19875855152767213,0.19821430741843402,0.20056610489237284
0.0003678379771828634,0.20066211758273228,0.20229874954468666,0.19850790868769277,0.19784920194204153,0.20068202224284676
0.0004430621457583882,0.2007928119453561,0.20276851199394438,0.19820747707376388,0.1974094787124908,0.2008217202744448
0.0005336699231206312,0.20094810973108743,0.20333413426687483,0.1978477431361419,0.19687990991136275,0.20099010295453312
0.0006428073117284319,0.20113208538372565,0.20401508469777557,0.197417553540385,0.1962421755993059,0.20119310077880784
0.000774263682681127,0.20134921625000426,0.20483472061187658,0.19690392061253947,0.19547424702824598,0.20143789549733374
0.0009326033468832199,0.20160427261191338,0.20582101822464563,0.196291853248786,0.19454965515631542,0.20173320075833961
0.0011233240329780276,0.20190210061550215,0.20700740421475802,0.19556424877682435,0.19343662912860013,0.20208961726431543
0.0013530477745798076,0.20224724057856283,0.20843367450660047,0.19470190227773004,0.19209709236220204,0.20252009027490478
0.0016297508346206436,0.20264329825658137,0.21014695648948606,0.19368372088470046,0.19048551163637717,0.20304051273285503
0.0019630406500402726,0.20309195397183993,0.21220261599494386,0.1924872751104446,0.18854761121197128,0.20367054371080034
0.002364489412645407,0.2035914547275715,0.21466491050809816,0.19108988072226887,0.18621899615486306,0.20443475788719845
0.002848035868435802,0.20413439280699205,0.2176070129021449,0.18947048402779348,0.18342378752709024,0.20536432273597938
0.003430469286314919,0.20470454670641539,0.22110972344293106,0.18761271326508133,0.1800734736074049,0.20649954297816728
0.0041320124001153384,0.20527258396077314,0.22525767471486918,0.1855095301460807,0.1760663494003855,0.20789386177789143
