r,X,Y,Z,V,W
2.8,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
3.0,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
3.1,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
3.2,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
3.3,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
3.4,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
3.5,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
3.6,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
3.7,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
3.8,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
3.9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
4.0,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
4.1,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
4.2,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
4.3,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
4.4,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
4.5,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
4.6,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
4.7,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
4.8,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
4.9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
5.0,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
5.1,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
5.2,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
5.3,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
5.4,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
5.5,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
5.6,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
5.7,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
5.8,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
5.9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
6.0,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
6.1,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
6.2,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
6.3,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
6.4,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
6.5,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
6.6,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
6.7,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
6.8,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
6.9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
7.0,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
7.1,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
7.2,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
7.3,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
7.4,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
7.5,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
7.6,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
7.7,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
7.8,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
7.9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
8.0,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
8.1,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
8.2,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
8.3,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
8.4,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
8.5,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
8.6,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
8.7,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
8.8,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
8.9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
9.0,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
9.1,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
9.2,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
9.3,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
9.4,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
9.5,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
9.6,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
9.7,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
9.8,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
9.9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
10.0,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
