beta,X,Y,Z,V,W
0.0,0.17647058823529418,0.35294117647058815,0.2352941176470589,0.05882352941176477,0.17647058823529424
0.05,0.17647058823529418,0.35294117647058815,0.2352941176470589,0.05882352941176477,0.17647058823529424
0.1,0.17647058823529418,0.35294117647058815,0.2352941176470589,0.05882352941176477,0.17647058823529424
0.15,0.17647058823529418,0.35294117647058815,0.2352941176470589,0.05882352941176477,0.17647058823529424
0.2,0.17647058823529418,0.35294117647058815,0.2352941176470589,0.05882352941176477,0.17647058823529424
0.25,0.17647058823529418,0.35294117647058815,0.2352941176470589,0.05882352941176477,0.17647058823529424
0.3,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.35,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.4,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.45,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.5,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.55,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.6,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.65,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.7,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.75,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.8,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.85,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
0.95,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.0,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.05,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.1,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.15,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.2,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.25,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.3,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.35,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.4,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.45,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.5,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.55,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.6,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.65,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.7,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.75,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.8,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.85,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.9,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
1.95,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.0,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.05,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.1,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.15,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.2,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.25,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.3,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.35,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.4,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.45,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
2.5,0.01857585139318695,0.01857585139318589,0.01238390092879016,0.0030959752321977445,0.9473684210526392
